Unnamed: 0,name_x,summary,date,platform,score,url,userscore,ID,developer,publisher,popular_tags,game_details,genre,appid
246,Battlefleet Gothic: Armada 2,"Battlefleet Gothic: Armada 2 is the new real-time strategy game adapted from Games Workshop’s famous tabletop game that portrays the epic space battles of the Warhammer 40,000 universe.",2019-01-24,PC,77,/game/pc/battlefleet-gothic-armada-2,7.6,battlefleetgothicarmada2,Tindalos Interactive,"Focus Home Interactive,Focus Home Interactive","Warhammer 40K,Strategy,Space,Real Time Tactics,RTS,Violent,Games Workshop,Sci-fi,Singleplayer,Co-op,Multiplayer","Single-player,Multi-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Steam Cloud",Strategy,573100
247,They Are Billions,They Are Billions is a Steampunk strategy game set on a post-apocalyptic planet. Build and defend colonies to survive against the billions of the infected that seek to annihilate the few remaining living humans. Can humanity survive after the zombie apocalypse?,2019-06-18,PC,77,/game/pc/they-are-billions,6.8,theyarebillions,Numantian Games,"Numantian Games,Numantian Games","Early Access,Base Building,Strategy,Zombies,Survival,RTS,Steampunk,City Builder,Tower Defense,Post-apocalyptic,Building,Singleplayer,Resource Management,Real-Time with Pause,Early Access,Difficult,Tactical,Management,Indie,Isometric","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Strategy,Early Access",644930
248,I Expect You To Die,"I Expect You to Die is a virtual reality (VR) escape-the-room puzzle game that lets you step into the world of an elite secret agent. Survive a series of deadly situations in dangerous locales. Complete each mission using bravery, cunning and a top secret device that gives you the power of telekinesis.",2016-11-30,PC,77,/game/pc/i-expect-you-to-die,7.5,iexpectyoutodie,Schell Games,"Schell Games,Schell Games","VR,Indie,Puzzle,Singleplayer,Action","Single-player,Steam Achievements,Steam Trading Cards",Indie,587430
249,Watch Dogs,"In the modern hyper-connected world, Chicago has the nation's most advanced and integrated computer system – one which controls almost every facet of city technology and maintains critical information on all of the city's residents. Assume the role of Aiden Pearce, a notorious hacker and former thug, whose criminal past lead to a violent family tragedy. Now on the hunt for those people who have hurt your family, you will be able to monitor and hack all who surround you while manipulating the city's systems to stop traffic lights, download personal information, manipulate the electrical grid and more. Use the entire city of Chicago as your personal weapon and exact your signature brand of revenge.",2014-05-26,PC,77,/game/pc/watch-dogs,6.2,watchdogs,Ubisoft,"Ubisoft,Ubisoft","Open World,Hacking,Action,Multiplayer,Masterpiece,Third Person,Adventure,Stealth,Third-Person Shooter,Singleplayer,Atmospheric,Shooter,Parkour,Sandbox,Epic,Dog,Driving,Co-op,Beautiful,Strategy","Single-player,Multi-player,Steam Trading Cards,Partial Controller Support","Action,Adventure",243470
250,Shadow of the Tomb Raider,"Experience Lara Croft's defining moment as she becomes the Tomb Raider. In Shadow of the Tomb Raider, Lara must master a deadly jungle, overcome terrifying tombs, and persevere through her darkest hour. As she races to save the world from a Maya apocalypse, Lara will ultimately be forged into the Tomb Raider she is destined to be.

FEATURES:

* Survive and Thrive In the Deadliest Place on Earth: Master an unforgiving jungle setting in order to survive. Explore underwater environments filled with crevasses and deep tunnel systems.

* Become One With the Jungle: Outgunned and outnumbered, Lara must use the jungle to her advantage. Strike suddenly and disappear like a jaguar, use mud as camouflage, and instill fear in enemies to sow chaos.

* Discover Dark and Brutal Tombs: Tombs are more terrifying than ever before, requiring advanced traversal techniques to reach them, and once inside they are filled with deadly puzzles.

* Uncover Living History: Discover a hidden city and explore the biggest hub space ever found in a Tomb Raider game.",2018-09-14,PC,77,/game/pc/shadow-of-the-tomb-raider,7.1,shadowofthetombraider,"Eidos-Montréal,Crystal Dynamics,Nixxes software","Square Enix,Square Enix","Adventure,Lara Croft,Action,Female Protagonist,Third Person,Singleplayer,Story Rich,Puzzle,Open World,Action-Adventure,Stealth,Exploration,Survival,Violent,Atmospheric,Shooter,Gore,Great Soundtrack,Dark,Heist","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure",750920
251,Day of Infamy,"Experience close-quarters battles in iconic WWII settings. Defend the line, storm the beach, torch the enemy, or use a radio to call in fire support. Day of Infamy is a teamwork-oriented shooter that will keep you on your toes and coming back for more with its diverse game modes and authentic arsenal.",2016-07-28,PC,77,/game/pc/day-of-infamy,7.9,dayofinfamy,New World Interactive,"New World Interactive,New World Interactive","World War II,FPS,Multiplayer,War,Realistic,Shooter,Military,Action,Tactical,Singleplayer,First-Person,Strategy,Historical,Co-op,Gore,Indie,Simulation,Online Co-Op,Open World,Early Access","Online Multi-Player,Online Co-op,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Stats,Includes level editor,Includes Source SDK","Action,Indie,Strategy",447820
252,Battlestar Galactica Deadlock,"In Battlestar Galactica Deadlock™ you’ll take command of the Colonial Fleet in defense of the Twelve Colonies during the First Cylon War. Lead many different types of ships in this 3D tactical game. Every decision counts, your strategy will be vital – can you ensure mankind’s survival?",2017-08-31,PC,77,/game/pc/battlestar-galactica-deadlock,7.2,battlestargalacticadeadlock,Black Lab Games,"Slitherine Ltd.,Slitherine Ltd.","Strategy,Space,Sci-fi,Turn-Based,Turn-Based Strategy,Turn-Based Tactics,Singleplayer,Simulation,War,Turn-Based Combat,Multiplayer,Tactical,Replay Value,Atmospheric,Great Soundtrack,4X,Controller,Co-op,Adventure,Action","Single-player,Multi-player,Online Multi-Player,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",Strategy,544610
253,Assetto Corsa Competizione,"Assetto Corsa Competizione is the new official Blancpain GT Series videogame. Thanks to the extraordinary quality of simulation, the game will allow you to experience the real atmosphere of the FIA ​​GT3 homologated championship, competing against official drivers, teams, cars and circuits.",2019-05-29,PC,77,/game/pc/assetto-corsa-competizione,7.3,assettocorsacompetizione,Kunos Simulazioni,"505 Games,505 Games","Racing,Simulation,Driving,Sports,VR,Multiplayer,Early Access,Realistic,Singleplayer","Single-player,Multi-player,Partial Controller Support","Racing,Simulation,Sports",805550
254,"Warhammer 40,000: Dawn of War III",Jump into a brutal battle between three warring factions In Dawn of War III. You will have no choice but to face your foes when a catastrophic weapon is found on the mysterious world of Acheron.,2017-04-27,PC,77,/game/pc/warhammer-40000-dawn-of-war-iii,4.6,warhammer40000dawnofwariii,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA,Feral Interactive (Mac),Feral Interactive (Linux),SEGA,Feral Interactive (Mac),Feral Interactive (Linux)","Warhammer 40K,Strategy,RTS,Sci-fi,Multiplayer,Games Workshop,Action,MOBA,Gore,Singleplayer,War,Base Building,Atmospheric,Tactical,Co-op,Great Soundtrack,Story Rich,Classic,Violent,Casual","Single-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Includes level editor","Action,Simulation,Strategy",285190
255,TERA,"TERA elevates the fight beyond whack-a-mole monotony with imprved aiming, dodging, and tactical timing to create intense and rewarding combat. Unlike other MMOs, you can use your controller or keyboard and mouse to control the action like never before. With all the depth you expect from a traditional MMO, plus the intense gratification of action combat, TERA promises to change all the rules.",2012-05-01,PC,77,/game/pc/tera,6.8,tera,"Bluehole, Inc.","En Masse Entertainment,En Masse Entertainment","Free to Play,MMORPG,Massively Multiplayer,RPG,Open World,Action,Fantasy,Adventure,Anime,Third Person,Character Customization,Action RPG,Multiplayer,Co-op,PvP,Hack and Slash,PvE,Cute,Controller,Nudity","Multi-player,MMO,Co-op,Steam Trading Cards,Partial Controller Support","Action,Adventure,Free to Play,Massively Multiplayer,RPG",389300
256,LISA,The miserable journey of a broken man...,2014-12-15,PC,77,/game/pc/lisa,8.7,lisa,Dingaling,"Dingaling Productions, LLC,Dingaling Productions, LLC","Dark Humor,RPG,Story Rich,Post-apocalyptic,Great Soundtrack,Indie,Choices Matter,Psychological Horror,Pixel Graphics,Dark,RPGMaker,Adventure,Funny,Singleplayer,2D,Atmospheric,Comedy,Side Scroller,Horror,Platformer","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,Indie,RPG",335670
257,Mortal Kombat X,"Mortal Kombat X combines cinematic presentation with all new gameplay to deliver the most brutal Kombat experience ever, offering a new fully-connected experience that launches players into a persistent online contest where every fight matters in a global battle for supremacy.  For the first time, Mortal Kombat X gives players the ability to choose from multiple variations of each character impacting both strategy and fighting style. Players step into an original story showcasing some of the game’s most prolific characters including Scorpion and Sub-Zero, while introducing new challengers that represent the forces of good and evil and tie the tale together.",2015-04-13,PC,76,/game/pc/mortal-kombat-x,5.8,mortalkombatx,"NetherRealm Studios,QLOC","Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment","Fighting,Gore,Action,Violent,Multiplayer,Blood,Mature,Competitive,Local Multiplayer,2D Fighter,Atmospheric,Singleplayer,Arcade,Great Soundtrack,2.5D,Online Co-Op,Fantasy,Third Person,Masterpiece,Horror","Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",Action,307780
258,Secret World Legends,Fight a secret war of the supernatural. Where will you stand in the secret war between good and evil as supernatural forces threaten the modern-day world? Use a wide range of weapons and superhuman abilities to destroy the sinister evils that are threatening humanity’s existence.,2017-06-26,PC,76,/game/pc/secret-world-legends,5.3,secretworldlegends,Funcom,"Funcom,Funcom","MMORPG,Massively Multiplayer,RPG,Lovecraftian,Horror,Story Rich,Illuminati,Conspiracy,Open World,Action,Supernatural,Mythology,Puzzle,Exploration,Adventure,Free to Play,Multiplayer,Zombies,Character Customization,Third Person","Multi-player,Online Multi-Player,MMO,Online Co-op,Steam Trading Cards","Action,Adventure,Free to Play,Massively Multiplayer,RPG",215280
259,NBA 2K19,NBA 2K celebrates 20 years of redefining what sports gaming can be. NBA 2K19 continues to push limits as it brings gaming one step closer to real-life basketball excitement and culture.,2018-09-06,PC,76,/game/pc/nba-2k19,4.8,nba2k19,Visual Concepts,"2K,2K","Sports,Basketball,Simulation,Multiplayer,Singleplayer,e-sports,Great Soundtrack,Co-op,Competitive,Open World,Funny,Violent,Massively Multiplayer,Controller","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,In-App Purchases,Steam Cloud","Simulation,Sports",-1
260,Imperator: Rome,Imperator: Rome is the newest grand strategy title from Paradox Development Studio. Set in the tumultuous centuries from Alexander’s Successor Empires in the East to the foundation of the Roman Empire.,2019-04-25,PC,76,/game/pc/imperator-rome,5.0,imperatorrome,Paradox Development Studio,"Paradox Interactive,Paradox Interactive","Strategy,Grand Strategy,Rome,Historical,Simulation,Singleplayer,Political,Management,Multiplayer,Economy,Politics,War,Early Access,Moddable,Choices Matter,Open World,Multiple Endings","Single-player,Multi-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Simulation,Strategy",859580
261,For Honor,"For Honor is a competitive third-person melee title which mixes speed, strategy and team play with close range combat. The Chosen has survived a thousand years of wandering the southern deserts. Their journey should have wiped them out hundreds of years ago, but they survived thanks to the skill set and focus of their heroes. These individuals hoe to lead their followers to an improbable victory and to establish a new homeland. Striking fear in their enemies, The Warborn warriors sail across the Boiling Sea to raid the southern coast. Known for their fire and passion, they will seek to drive their enemies out of their ancestral lands. On the shoulders of great heroes, The Legions have driven out invaders, conquered any who wouldn't join them, and established hundreds of others to defend what is theirs. Facing invasion on two fronts, these heroes fight to protect their lands form the heathens who would take it. [Ubisoft]",2017-02-13,PC,76,/game/pc/for-honor,5.2,forhonor,"Ubisoft Montreal,Ubisoft Quebec,Ubisoft Toronto,Blue Byte","Ubisoft,Ubisoft","Medieval,Action,Swordplay,Multiplayer,PvP,Third Person,Fighting,War,Co-op,Gore,Singleplayer,Online Co-Op,Hack and Slash,Realistic,Strategy,Atmospheric,RPG,Fantasy,MOBA,Story Rich","Single-player,Online Multi-Player,Online Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support",Action,304390
